location,sex,age,cause,value
El Salvador,Female,0 to 9,Maternal and neonatal disorders,35.44
El Salvador,Both,0 to 9,Maternal and neonatal disorders,35.7
El Salvador,Male,30 to 39,Interpersonal violence,36.36
El Salvador,Female,80 to 89,Cardiovascular diseases,36.77
El Salvador,Male,0 to 9,Maternal and neonatal disorders,37.07
El Salvador,Male,90+,Cardiovascular diseases,37.76
El Salvador,Both,90+,Cardiovascular diseases,39.65
El Salvador,Female,90+,Cardiovascular diseases,41.05
El Salvador,Both,10 to 19,Interpersonal violence,46.59
El Salvador,Both,20 to 29,Interpersonal violence,47.23
El Salvador,Male,20 to 29,Interpersonal violence,52.66
El Salvador,Male,10 to 19,Interpersonal violence,54.87
Equatorial Guinea,Male,60 to 69,Cardiovascular diseases,24.46
Equatorial Guinea,Male,50 to 59,HIV/AIDS and sexually transmitted infections,24.92
Equatorial Guinea,Male,All ages,HIV/AIDS and sexually transmitted infections,25.1
Equatorial Guinea,Male,20 to 29,HIV/AIDS and sexually transmitted infections,25.4
Equatorial Guinea,Both,60 to 69,Cardiovascular diseases,26.08
Equatorial Guinea,Male,10 to 19,HIV/AIDS and sexually transmitted infections,27.39
Equatorial Guinea,Male,70 to 79,Cardiovascular diseases,28.06
Equatorial Guinea,Female,0 to 9,Maternal and neonatal disorders,28.22
Equatorial Guinea,Female,60 to 69,Cardiovascular diseases,28.41
Equatorial Guinea,Both,0 to 9,Maternal and neonatal disorders,28.68
Equatorial Guinea,Male,0 to 9,Maternal and neonatal disorders,29.79
Equatorial Guinea,Both,All ages,HIV/AIDS and sexually transmitted infections,29.84
Equatorial Guinea,Male,80 to 89,Cardiovascular diseases,30.04
Equatorial Guinea,Both,50 to 59,HIV/AIDS and sexually transmitted infections,30.67
Equatorial Guinea,Male,90+,Cardiovascular diseases,33.33
Equatorial Guinea,Both,70 to 79,Cardiovascular diseases,34.61
Equatorial Guinea,Female,All ages,HIV/AIDS and sexually transmitted infections,34.73
Equatorial Guinea,Both,10 to 19,HIV/AIDS and sexually transmitted infections,34.95
Equatorial Guinea,Female,50 to 59,HIV/AIDS and sexually transmitted infections,37.15
Equatorial Guinea,Both,90+,Cardiovascular diseases,37.16
Equatorial Guinea,Both,80 to 89,Cardiovascular diseases,38.03
Equatorial Guinea,Female,70 to 79,Cardiovascular diseases,41.42
Equatorial Guinea,Female,90+,Cardiovascular diseases,42.46
Equatorial Guinea,Female,80 to 89,Cardiovascular diseases,45.56
Equatorial Guinea,Both,20 to 29,HIV/AIDS and sexually transmitted infections,49.16
Equatorial Guinea,Female,10 to 19,HIV/AIDS and sexually transmitted infections,53.04
Equatorial Guinea,Male,40 to 49,HIV/AIDS and sexually transmitted infections,55.45
Equatorial Guinea,Both,40 to 49,HIV/AIDS and sexually transmitted infections,58.16
Equatorial Guinea,Male,30 to 39,HIV/AIDS and sexually transmitted infections,60.29
Equatorial Guinea,Female,40 to 49,HIV/AIDS and sexually transmitted infections,63.27
Equatorial Guinea,Both,30 to 39,HIV/AIDS and sexually transmitted infections,68.54
Equatorial Guinea,Female,20 to 29,HIV/AIDS and sexually transmitted infections,74.01
Equatorial Guinea,Female,30 to 39,HIV/AIDS and sexually transmitted infections,77.23
Eritrea,Both,10 to 19,Respiratory infections and tuberculosis,15.57
Eritrea,Male,10 to 19,Enteric infections,16.54
Eritrea,Female,10 to 19,Maternal and neonatal disorders,17.12
Eritrea,Female,All ages,Cardiovascular diseases,17.92
Eritrea,Female,40 to 49,Cancer,19.75
Eritrea,Both,All ages,Respiratory infections and tuberculosis,21.07
Eritrea,Female,50 to 59,Cancer,21.13
Eritrea,Both,20 to 29,Respiratory infections and tuberculosis,22.73
Eritrea,Female,30 to 39,Maternal and neonatal disorders,22.76
Eritrea,Male,All ages,Respiratory infections and tuberculosis,23.74
Eritrea,Both,50 to 59,Respiratory infections and tuberculosis,24.28
Eritrea,Both,40 to 49,Respiratory infections and tuberculosis,24.76
Eritrea,Male,60 to 69,Cardiovascular diseases,26.05
Eritrea,Male,20 to 29,Respiratory infections and tuberculosis,26.1
Eritrea,Both,60 to 69,Cardiovascular diseases,26.74
Eritrea,Male,70 to 79,Cardiovascular diseases,26.89
Eritrea,Male,80 to 89,Respiratory infections and tuberculosis,26.89
Eritrea,Male,50 to 59,Respiratory infections and tuberculosis,27.23
Eritrea,Female,60 to 69,Cardiovascular diseases,27.63
Eritrea,Female,0 to 9,Maternal and neonatal disorders,28.13
Eritrea,Both,30 to 39,Respiratory infections and tuberculosis,28.28
Eritrea,Male,40 to 49,Respiratory infections and tuberculosis,29.88
Eritrea,Both,0 to 9,Maternal and neonatal disorders,31.37
Eritrea,Male,90+,Respiratory infections and tuberculosis,31.88
Eritrea,Both,70 to 79,Cardiovascular diseases,32.04
Eritrea,Female,20 to 29,Maternal and neonatal disorders,33.05
Eritrea,Both,80 to 89,Cardiovascular diseases,33.6
Eritrea,Both,90+,Cardiovascular diseases,33.92
Eritrea,Male,0 to 9,Maternal and neonatal disorders,34
Eritrea,Male,30 to 39,Respiratory infections and tuberculosis,35.64
Eritrea,Female,70 to 79,Cardiovascular diseases,35.92
Eritrea,Female,90+,Cardiovascular diseases,37.15
Eritrea,Female,80 to 89,Cardiovascular diseases,37.43
Estonia,Male,40 to 49,Cardiovascular diseases,22.4
Estonia,Both,40 to 49,Cancer,23.65
Estonia,Both,10 to 19,Cancer,23.8
Estonia,Male,10 to 19,Suicide,25
Estonia,Both,30 to 39,Substance use disorders,28.15
Estonia,Male,30 to 39,Substance use disorders,31.62
Estonia,Male,50 to 59,Cardiovascular diseases,33.33
Estonia,Both,50 to 59,Cancer,34.06
Estonia,Both,20 to 29,Substance use disorders,34.16
Estonia,Male,0 to 9,Maternal and neonatal disorders,35.29
Estonia,Female,20 to 29,Substance use disorders,35.71
Estonia,Both,0 to 9,Other non-communicable diseases,37.5
Estonia,Female,30 to 39,Cancer,37.5
Estonia,Male,20 to 29,Substance use disorders,37.63
Estonia,Both,60 to 69,Cancer,39.16
Estonia,Male,60 to 69,Cardiovascular diseases,41.38
Estonia,Female,0 to 9,Other non-communicable diseases,41.66
Estonia,Male,All ages,Cardiovascular diseases,44.39
Estonia,Female,60 to 69,Cancer,44.78
Estonia,Female,40 to 49,Cancer,45.38
Estonia,Male,70 to 79,Cardiovascular diseases,48.57
Estonia,Female,50 to 59,Cancer,48.67
Estonia,Both,70 to 79,Cardiovascular diseases,49.82
Estonia,Female,70 to 79,Cardiovascular diseases,51.49
Estonia,Both,All ages,Cardiovascular diseases,51.64
Estonia,Male,80 to 89,Cardiovascular diseases,56.81
Estonia,Female,All ages,Cardiovascular diseases,57.6
Estonia,Both,80 to 89,Cardiovascular diseases,62.45
Estonia,Female,80 to 89,Cardiovascular diseases,65.43
Estonia,Male,90+,Cardiovascular diseases,65.83
Estonia,Female,10 to 19,Cancer,66.66
Estonia,Both,90+,Cardiovascular diseases,70.95
Estonia,Female,90+,Cardiovascular diseases,72.74
Eswatini,Male,60 to 69,Cardiovascular diseases,23.58
Eswatini,Both,60 to 69,Cardiovascular diseases,24.37
Eswatini,Male,All ages,HIV/AIDS and sexually transmitted infections,25.49
Eswatini,Male,20 to 29,HIV/AIDS and sexually transmitted infections,25.77
Eswatini,Male,70 to 79,Cardiovascular diseases,26.15
Eswatini,Female,60 to 69,Cardiovascular diseases,26.59
Eswatini,Male,10 to 19,HIV/AIDS and sexually transmitted infections,27.8
Eswatini,Both,0 to 9,Maternal and neonatal disorders,28.35
Eswatini,Female,0 to 9,Maternal and neonatal disorders,28.5
Eswatini,Male,50 to 59,HIV/AIDS and sexually transmitted infections,28.78
Eswatini,Male,0 to 9,Maternal and neonatal disorders,29.01
Eswatini,Both,All ages,HIV/AIDS and sexually transmitted infections,29.08
Eswatini,Male,80 to 89,Cardiovascular diseases,30
Eswatini,Both,70 to 79,Cardiovascular diseases,31.05
Eswatini,Both,50 to 59,HIV/AIDS and sexually transmitted infections,32.26
Eswatini,Female,All ages,HIV/AIDS and sexually transmitted infections,34.02
Eswatini,Female,70 to 79,Cardiovascular diseases,35.68
Eswatini,Both,10 to 19,HIV/AIDS and sexually transmitted infections,36.96
Eswatini,Both,80 to 89,Cardiovascular diseases,38.01
Eswatini,Male,90+,Cardiovascular diseases,38.46
Eswatini,Female,50 to 59,HIV/AIDS and sexually transmitted infections,40.65
Eswatini,Female,80 to 89,Cardiovascular diseases,43.08
Eswatini,Male,40 to 49,HIV/AIDS and sexually transmitted infections,44.68
Eswatini,Both,90+,Cardiovascular diseases,45.34
Eswatini,Both,20 to 29,HIV/AIDS and sexually transmitted infections,46.27
Eswatini,Male,30 to 39,HIV/AIDS and sexually transmitted infections,47.8
Eswatini,Both,40 to 49,HIV/AIDS and sexually transmitted infections,50.79
Eswatini,Female,90+,Cardiovascular diseases,51.56
Eswatini,Female,10 to 19,HIV/AIDS and sexually transmitted infections,56.93
Eswatini,Both,30 to 39,HIV/AIDS and sexually transmitted infections,59.31
Eswatini,Female,40 to 49,HIV/AIDS and sexually transmitted infections,64.92
Eswatini,Female,20 to 29,HIV/AIDS and sexually transmitted infections,74.87
Eswatini,Female,30 to 39,HIV/AIDS and sexually transmitted infections,77.81
Ethiopia,Male,10 to 19,Enteric infections,11.98
Ethiopia,Both,10 to 19,HIV/AIDS and sexually transmitted infections,14.3
Ethiopia,Male,All ages,Maternal and neonatal disorders,14.88
Ethiopia,Both,All ages,Maternal and neonatal disorders,15.19
Ethiopia,Female,All ages,Maternal and neonatal disorders,15.6
Ethiopia,Both,20 to 29,Respiratory infections and tuberculosis,15.63
Ethiopia,Both,30 to 39,Respiratory infections and tuberculosis,17.2
Ethiopia,Both,40 to 49,HIV/AIDS and sexually transmitted infections,17.68
Ethiopia,Female,10 to 19,HIV/AIDS and sexually transmitted infections,17.89
Ethiopia,Male,20 to 29,Respiratory infections and tuberculosis,18.52
Ethiopia,Male,50 to 59,Cardiovascular diseases,18.65
Ethiopia,Male,40 to 49,Respiratory infections and tuberculosis,18.76
Ethiopia,Both,50 to 59,Cardiovascular diseases,18.88
Ethiopia,Female,50 to 59,Cancer,20.61
Ethiopia,Female,20 to 29,Maternal and neonatal disorders,21.61
Ethiopia,Male,30 to 39,Respiratory infections and tuberculosis,23.09
Ethiopia,Male,60 to 69,Cardiovascular diseases,25.29
Ethiopia,Both,60 to 69,Cardiovascular diseases,25.61
Ethiopia,Female,40 to 49,HIV/AIDS and sexually transmitted infections,25.61
Ethiopia,Female,60 to 69,Cardiovascular diseases,26.08
Ethiopia,Female,30 to 39,HIV/AIDS and sexually transmitted infections,26.19
Ethiopia,Male,70 to 79,Cardiovascular diseases,26.46
Ethiopia,Male,90+,Cardiovascular diseases,27.05
Ethiopia,Male,80 to 89,Cardiovascular diseases,27.55
Ethiopia,Both,70 to 79,Cardiovascular diseases,30.19
Ethiopia,Both,90+,Cardiovascular diseases,31.3
Ethiopia,Both,80 to 89,Cardiovascular diseases,31.65
Ethiopia,Female,0 to 9,Maternal and neonatal disorders,34.7
Ethiopia,Female,70 to 79,Cardiovascular diseases,35.36
Ethiopia,Female,90+,Cardiovascular diseases,35.44
Ethiopia,Female,80 to 89,Cardiovascular diseases,36.8
Ethiopia,Both,0 to 9,Maternal and neonatal disorders,38.59
Ethiopia,Male,0 to 9,Maternal and neonatal disorders,41.57
Fiji,Both,20 to 29,Cardiovascular diseases,18.03
Fiji,Male,20 to 29,Cardiovascular diseases,18.58
Fiji,Both,10 to 19,Unintentional injuries,18.81
Fiji,Female,20 to 29,Cardiovascular diseases,20.33
Fiji,Female,10 to 19,Cardiovascular diseases,21.21
Fiji,Male,10 to 19,Unintentional injuries,21.81
Fiji,Female,30 to 39,Cancer,26.6
Fiji,Female,40 to 49,Cardiovascular diseases,29.76
Fiji,Both,30 to 39,Cardiovascular diseases,31.14
Fiji,Female,All ages,Cardiovascular diseases,32.12
Fiji,Both,All ages,Cardiovascular diseases,35.65
Fiji,Male,30 to 39,Cardiovascular diseases,35.71
Fiji,Both,0 to 9,Maternal and neonatal disorders,36.34
Fiji,Male,0 to 9,Maternal and neonatal disorders,36.93
Fiji,Female,0 to 9,Maternal and neonatal disorders,38.46
Fiji,Both,60 to 69,Cardiovascular diseases,38.55
Fiji,Male,All ages,Cardiovascular diseases,38.66
Fiji,Both,40 to 49,Cardiovascular diseases,39.07
Fiji,Female,50 to 59,Diabetes and kidney diseases,39.12
Fiji,Both,50 to 59,Cardiovascular diseases,39.2
Fiji,Female,70 to 79,Cardiovascular diseases,39.38
Fiji,Both,70 to 79,Cardiovascular diseases,40.28
Fiji,Female,60 to 69,Diabetes and kidney diseases,40.59
Fiji,Male,80 to 89,Cardiovascular diseases,41.16
Fiji,Both,80 to 89,Cardiovascular diseases,41.52
Fiji,Male,70 to 79,Cardiovascular diseases,41.7
Fiji,Male,60 to 69,Cardiovascular diseases,42.94
Fiji,Female,80 to 89,Cardiovascular diseases,43.24
Fiji,Both,90+,Cardiovascular diseases,44.44
Fiji,Male,50 to 59,Cardiovascular diseases,46.32
Fiji,Female,90+,Cardiovascular diseases,46.83
Fiji,Male,90+,Cardiovascular diseases,46.87
Fiji,Male,40 to 49,Cardiovascular diseases,47.1
Finland,Male,40 to 49,Cardiovascular diseases,21.52
Finland,Both,30 to 39,Suicide,23.37
Finland,Both,40 to 49,Cancer,25.16
Finland,Male,30 to 39,Suicide,25.19
Finland,Both,10 to 19,Suicide,25.51
Finland,Male,10 to 19,Suicide,28.81
Finland,Female,10 to 19,Cancer,29.03
Finland,Male,50 to 59,Cardiovascular diseases,29.76
Finland,Both,50 to 59,Cancer,33.83
Finland,Female,20 to 29,Suicide,34.21
Finland,Both,20 to 29,Suicide,35.27
Finland,Male,60 to 69,Cardiovascular diseases,36.07
Finland,Male,20 to 29,Suicide,36.15
Finland,Female,30 to 39,Cancer,37.12
Finland,Both,70 to 79,Cardiovascular diseases,39.02
Finland,Female,70 to 79,Cancer,40.47
Finland,Both,60 to 69,Cancer,40.7
Finland,Male,70 to 79,Cardiovascular diseases,41.55
Finland,Male,All ages,Cardiovascular diseases,42.58
Finland,Both,0 to 9,Other non-communicable diseases,44.34
Finland,Both,All ages,Cardiovascular diseases,45.24
Finland,Female,40 to 49,Cancer,46.15
Finland,Female,0 to 9,Other non-communicable diseases,46.93
Finland,Male,0 to 9,Other non-communicable diseases,47.36
Finland,Female,All ages,Cardiovascular diseases,47.95
Finland,Male,80 to 89,Cardiovascular diseases,50.07
Finland,Female,50 to 59,Cancer,50.79
Finland,Female,60 to 69,Cancer,51.75
Finland,Both,80 to 89,Cardiovascular diseases,52.21
Finland,Female,80 to 89,Cardiovascular diseases,54.13
Finland,Male,90+,Cardiovascular diseases,56.26
Finland,Both,90+,Cardiovascular diseases,60.34
Finland,Female,90+,Cardiovascular diseases,62.13
France,Female,20 to 29,Cancer,23.3
France,Female,10 to 19,Cancer,25.11
France,Both,30 to 39,Cancer,25.26
France,Male,30 to 39,Suicide,27.15
France,Both,20 to 29,Transport injuries,27.52
France,Female,All ages,Cardiovascular diseases,30.41
France,Both,10 to 19,Transport injuries,30.71
France,Male,20 to 29,Transport injuries,30.78
France,Both,80 to 89,Cardiovascular diseases,31.56
France,Male,80 to 89,Cancer,31.91
France,Male,40 to 49,Cancer,32.02
France,Both,All ages,Cancer,32.7
France,Female,80 to 89,Cardiovascular diseases,33.03
France,Male,90+,Cardiovascular diseases,33.92
France,Male,10 to 19,Transport injuries,34.55
France,Both,90+,Cardiovascular diseases,37.3
France,Male,All ages,Cancer,37.86
France,Female,90+,Cardiovascular diseases,38.83
France,Female,0 to 9,Maternal and neonatal disorders,39.61
France,Both,0 to 9,Maternal and neonatal disorders,39.68
France,Both,40 to 49,Cancer,39.74
France,Male,0 to 9,Maternal and neonatal disorders,40.17
France,Female,30 to 39,Cancer,42.41
France,Female,70 to 79,Cancer,45.05
France,Both,70 to 79,Cancer,46.81
France,Male,70 to 79,Cancer,47.93
France,Male,50 to 59,Cancer,50.12
France,Both,50 to 59,Cancer,53.93
France,Female,40 to 49,Cancer,54.63
France,Male,60 to 69,Cancer,55.36
France,Both,60 to 69,Cancer,56.72
France,Female,60 to 69,Cancer,59.42
France,Female,50 to 59,Cancer,61.52
Gabon,Male,40 to 49,Cardiovascular diseases,14.9
Gabon,Male,30 to 39,Transport injuries,17.01
Gabon,Male,All ages,Cardiovascular diseases,19.57
Gabon,Both,50 to 59,Cardiovascular diseases,20.24
Gabon,Both,20 to 29,Transport injuries,21.21
Gabon,Female,10 to 19,HIV/AIDS and sexually transmitted infections,21.34
Gabon,Both,All ages,Cardiovascular diseases,21.61
Gabon,Male,50 to 59,Cardiovascular diseases,21.65
Gabon,Female,50 to 59,HIV/AIDS and sexually transmitted infections,23.21
Gabon,Both,10 to 19,Transport injuries,23.8
Gabon,Female,All ages,Cardiovascular diseases,24.22
Gabon,Both,40 to 49,HIV/AIDS and sexually transmitted infections,27.31
Gabon,Male,60 to 69,Cardiovascular diseases,28.57
Gabon,Both,60 to 69,Cardiovascular diseases,28.96
Gabon,Male,10 to 19,Transport injuries,28.99
Gabon,Male,20 to 29,Transport injuries,30.03
Gabon,Female,60 to 69,Cardiovascular diseases,30.47
Gabon,Male,70 to 79,Cardiovascular diseases,31.21
Gabon,Male,80 to 89,Cardiovascular diseases,31.25
Gabon,Male,90+,Cardiovascular diseases,33.75
Gabon,Both,30 to 39,HIV/AIDS and sexually transmitted infections,34.22
Gabon,Both,70 to 79,Cardiovascular diseases,35.94
Gabon,Both,0 to 9,Maternal and neonatal disorders,37
Gabon,Male,0 to 9,Maternal and neonatal disorders,37.61
Gabon,Both,90+,Cardiovascular diseases,37.65
Gabon,Female,0 to 9,Maternal and neonatal disorders,37.65
Gabon,Both,80 to 89,Cardiovascular diseases,39.39
Gabon,Female,90+,Cardiovascular diseases,40.75
Gabon,Female,70 to 79,Cardiovascular diseases,42.4
Gabon,Female,40 to 49,HIV/AIDS and sexually transmitted infections,43.68
Gabon,Female,80 to 89,Cardiovascular diseases,44.9
Gabon,Female,20 to 29,HIV/AIDS and sexually transmitted infections,45.07
Gabon,Female,30 to 39,HIV/AIDS and sexually transmitted infections,55.4
Gambia,Both,10 to 19,Other non-communicable diseases,11
Gambia,Male,10 to 19,Other non-communicable diseases,11.98
Gambia,Female,10 to 19,Maternal and neonatal disorders,14.64
Gambia,Both,20 to 29,HIV/AIDS and sexually transmitted infections,16.59
Gambia,Male,20 to 29,Respiratory infections and tuberculosis,17.33
Gambia,Male,All ages,Cardiovascular diseases,17.37
Gambia,Both,All ages,Cardiovascular diseases,19.29
Gambia,Male,50 to 59,Cardiovascular diseases,21.45
Gambia,Female,All ages,Cardiovascular diseases,21.57
Gambia,Both,50 to 59,Cardiovascular diseases,22.83
Gambia,Female,50 to 59,Cardiovascular diseases,25.71
Gambia,Both,40 to 49,HIV/AIDS and sexually transmitted infections,27.32
Gambia,Female,40 to 49,HIV/AIDS and sexually transmitted infections,27.61
Gambia,Male,40 to 49,HIV/AIDS and sexually transmitted infections,27.76
Gambia,Male,60 to 69,Cardiovascular diseases,28.24
Gambia,Female,20 to 29,HIV/AIDS and sexually transmitted infections,28.75
Gambia,Male,30 to 39,HIV/AIDS and sexually transmitted infections,29.71
Gambia,Both,60 to 69,Cardiovascular diseases,30.42
Gambia,Male,70 to 79,Cardiovascular diseases,31.05
Gambia,Both,30 to 39,HIV/AIDS and sexually transmitted infections,34.08
Gambia,Female,60 to 69,Cardiovascular diseases,34.2
Gambia,Both,70 to 79,Cardiovascular diseases,34.26
Gambia,Male,80 to 89,Cardiovascular diseases,34.3
Gambia,Female,0 to 9,Maternal and neonatal disorders,37.65
Gambia,Both,80 to 89,Cardiovascular diseases,37.89
Gambia,Female,70 to 79,Cardiovascular diseases,38.44
Gambia,Male,90+,Cardiovascular diseases,39.13
Gambia,Both,0 to 9,Maternal and neonatal disorders,39.7
Gambia,Female,30 to 39,HIV/AIDS and sexually transmitted infections,39.95
Gambia,Female,80 to 89,Cardiovascular diseases,41.5
Gambia,Male,0 to 9,Maternal and neonatal disorders,42
Gambia,Both,90+,Cardiovascular diseases,42.34
Gambia,Female,90+,Cardiovascular diseases,46.28
Georgia,Both,30 to 39,Cardiovascular diseases,21.64
Georgia,Both,10 to 19,Transport injuries,21.67
Georgia,Male,30 to 39,Cardiovascular diseases,23.37
Georgia,Male,10 to 19,Transport injuries,26.04
Georgia,Both,20 to 29,Transport injuries,26.66
