country,income_level,year,population,migrants_destination,migrants_destination_per,refugees_destination,refugees_destination_per,migrants_origin,migrants_origin_per
United Kingdom,High,2010,"63,307,000",7604583,12.01223087,238150,0.376182729,4461711,7.047737217
United Kingdom,High,2015,"65,397,000",8411021,12.86147836,157048,0.240145572,4726208,7.226949248
United Kingdom,High,2017,"66,182,000",8841717,13.35970052,151621,0.229097035,4921309,7.43602339
United Republic of Tanzania,Low,1990,"25,460,000",574025,2.254615082,265184,1.041571092,204272,0.802325216
United Republic of Tanzania,Low,1995,"29,961,000",1106043,3.691609092,829671,2.769169921,232062,0.774546911
United Republic of Tanzania,Low,2000,"34,178,000",928180,2.715723565,680862,1.992106033,220108,0.644004915
United Republic of Tanzania,Low,2005,"39,411,000",770846,1.955915861,548824,1.392565527,238881,0.606127731
United Republic of Tanzania,Low,2010,"46,099,000",308600,0.669428838,109286,0.237068049,267834,0.580997419
United Republic of Tanzania,Low,2015,"53,880,000",413309,0.767091685,213995,0.397169636,306356,0.568589458
United Republic of Tanzania,Low,2017,"57,310,000",492574,0.85949049,293260,0.511708253,324394,0.566033851
United States of America,High,1990,"252,530,000",23251026,9.2072332,438193,0.173521166,1736288,0.687557122
United States of America,High,1995,"265,659,000",28451053,10.70961383,623294,0.234621827,1836347,0.691242156
United States of America,High,2000,"281,983,000",34814053,12.34615314,508222,0.180231432,1988254,0.705097116
United States of America,High,2005,"295,130,000",39258293,13.30203402,379340,0.128533189,2285444,0.774385525
United States of America,High,2010,"308,641,000",44183643,14.31554557,264574,0.085722247,2654409,0.860031234
United States of America,High,2015,"319,929,000",48178877,15.05924033,559370,0.174841918,2919168,0.912442448
United States of America,High,2017,"324,459,000",49776970,15.34152851,815608,0.25137475,3016685,0.929758459
United States Virgin Islands,High,1990,"104,000",51970,49.97115385,0,0,2362,2.271153846
United States Virgin Islands,High,1995,"107,000",54241,50.69252336,0,0,3139,2.93364486
United States Virgin Islands,High,2000,"109,000",56611,51.93669725,0,0,3979,3.650458716
United States Virgin Islands,High,2005,"108,000",56647,52.45092593,0,0,3771,3.491666667
United States Virgin Islands,High,2010,"106,000",56684,53.4754717,0,0,3240,3.056603774
United States Virgin Islands,High,2015,"105,000",56721,54.02,0,0,3325,3.166666667
United States Virgin Islands,High,2017,"105,000",56745,54.04285714,0,0,3361,3.200952381
Uruguay,High,1990,"3,110,000",98116,3.154855305,87,0.002797428,237258,7.628874598
Uruguay,High,1995,"3,225,000",93428,2.896992248,132,0.004093023,233783,7.249085271
Uruguay,High,2000,"3,321,000",88871,2.676031316,79,0.002378802,235500,7.091237579
Uruguay,High,2005,"3,326,000",82318,2.474984967,131,0.003938665,297320,8.939266386
Uruguay,High,2010,"3,374,000",76263,2.260314167,189,0.00560166,335034,9.929875519
Uruguay,High,2015,"3,432,000",78799,2.296008159,380,0.011072261,348569,10.15643939
Uruguay,High,2017,"3,457,000",79586,2.302169511,477,0.013798091,358723,10.37671391
Uzbekistan,Middle - lower,1990,"20,462,000",1653000,8.078389209,0,0,1429956,6.988349135
Uzbekistan,Middle - lower,1995,"22,863,000",1512577,6.615829069,2627,0.011490181,1546343,6.763517474
Uzbekistan,Middle - lower,2000,"24,849,000",1405250,5.655157149,38350,0.154332166,1599584,6.437216789
Uzbekistan,Middle - lower,2005,"26,512,000",1329345,5.014125679,43950,0.165773989,1752804,6.611360893
Uzbekistan,Middle - lower,2010,"28,606,000",1220149,4.265360414,311,0.001087185,1900634,6.644179543
Uzbekistan,Middle - lower,2015,"30,976,000",1170899,3.780020015,107,0.000345429,1973283,6.370360925
Uzbekistan,Middle - lower,2017,"31,911,000",1159190,3.63257184,29,9.08778E-05,1991941,6.242176679
Vanuatu,Middle - lower,1990,"147,000",2308,1.570068027,0,0,5060,3.442176871
Vanuatu,Middle - lower,1995,"168,000",2461,1.464880952,0,0,5797,3.450595238
Vanuatu,Middle - lower,2000,"185,000",2626,1.419459459,0,0,6439,3.480540541
Vanuatu,Middle - lower,2005,"209,000",2800,1.339712919,0,0,7444,3.561722488
Vanuatu,Middle - lower,2010,"236,000",2991,1.267372881,4,0.001694915,7941,3.364830508
Vanuatu,Middle - lower,2015,"265,000",3187,1.202641509,2,0.000754717,8569,3.233584906
Vanuatu,Middle - lower,2017,"276,000",3245,1.175724638,1,0.000362319,8785,3.182971014
Venezuela (Bolivarian Republic of),Middle - upper,1990,"19,862,000",1025009,5.160653509,1750,0.008810794,185888,0.935897694
Venezuela (Bolivarian Republic of),Middle - upper,1995,"22,189,000",1019996,4.596854297,1613,0.007269368,242985,1.095069629
Venezuela (Bolivarian Republic of),Middle - upper,2000,"24,488,000",1013663,4.139427475,132,0.00053904,320040,1.306925841
Venezuela (Bolivarian Republic of),Middle - upper,2005,"26,784,000",1070562,3.997020609,408,0.001523297,437280,1.632616487
Venezuela (Bolivarian Republic of),Middle - upper,2010,"29,028,000",1331488,4.586909191,201547,0.694319278,556641,1.917600248
Venezuela (Bolivarian Republic of),Middle - upper,2015,"31,155,000",1404448,4.507937731,173989,0.558462526,640686,2.056446798
Venezuela (Bolivarian Republic of),Middle - upper,2017,"31,977,000",1426336,4.460505989,174324,0.54515433,657439,2.055974607
Viet Nam,Middle - lower,1990,"68,210,000",28118,0.041222695,21150,0.031007184,1235348,1.811095147
Viet Nam,Middle - lower,1995,"75,199,000",51262,0.06816846,34400,0.045745289,1568692,2.086054336
Viet Nam,Middle - lower,2000,"80,286,000",56754,0.070689784,15945,0.01986025,1874477,2.33474952
Viet Nam,Middle - lower,2005,"84,309,000",51768,0.061402697,2357,0.002795668,2084889,2.472913924
Viet Nam,Middle - lower,2010,"88,473,000",61756,0.069802087,1928,0.002179196,2354845,2.661653838
Viet Nam,Middle - lower,2015,"93,572,000",72793,0.077793571,0,0,2626924,2.80738255
Viet Nam,Middle - lower,2017,"95,541,000",76104,0.079655855,0,0,2727398,2.854688563
Wallis and Futuna Islands,,1990,"14,000",1402,10.01428571,0,0,6484,46.31428571
Wallis and Futuna Islands,,1995,"14,000",1680,12,0,0,6944,49.6
Wallis and Futuna Islands,,2000,"15,000",2015,13.43333333,0,0,7402,49.34666667
Wallis and Futuna Islands,,2005,"15,000",2365,15.76666667,0,0,7437,49.58
Wallis and Futuna Islands,,2010,"13,000",2776,21.35384615,0,0,7461,57.39230769
Wallis and Futuna Islands,,2015,"12,000",2849,23.74166667,0,0,7843,65.35833333
Wallis and Futuna Islands,,2017,"12,000",2779,23.15833333,0,0,8058,67.15
Western Sahara,,1990,"217,000",2688,1.238709677,0,0,168239,77.52949309
Western Sahara,,1995,"256,000",2989,1.167578125,0,0,167149,65.29257813
Western Sahara,,2000,"314,000",3289,1.047452229,0,0,166064,52.8866242
Western Sahara,,2005,"438,000",3891,0.888356164,0,0,131088,29.92876712
Western Sahara,,2010,"480,000",4493,0.936041667,0,0,144296,30.06166667
Western Sahara,,2015,"526,000",5179,0.98460076,0,0,187287,35.60589354
Western Sahara,,2017,"553,000",5384,0.973598553,0,0,193687,35.02477396
Yemen,Middle - lower,1990,"12,057,000",118863,0.985842249,41534,0.344480385,455442,3.777407315
Yemen,Middle - lower,1995,"15,321,000",136515,0.891031917,53453,0.348887148,486199,3.173415573
Yemen,Middle - lower,2000,"17,875,000",143495,0.802769231,60511,0.338523077,529341,2.961348252
Yemen,Middle - lower,2005,"20,583,000",171073,0.831137346,81937,0.398080941,630975,3.065515231
Yemen,Middle - lower,2010,"23,607,000",285837,1.210814589,190092,0.805235735,879636,3.726165968
Yemen,Middle - lower,2015,"26,916,000",379899,1.411424432,277056,1.029335711,1089146,4.04646307
Yemen,Middle - lower,2017,"28,250,000",384321,1.360428319,279349,0.988846018,1190005,4.21240708
Zambia,Middle - lower,1990,"8,027,000",279029,3.476130559,137615,1.714401395,83210,1.036626386
Zambia,Middle - lower,1995,"9,137,000",244338,2.674160009,129965,1.422403415,140503,1.537736675
Zambia,Middle - lower,2000,"10,531,000",321167,3.04972937,228663,2.171332257,160252,1.521716836
Zambia,Middle - lower,2005,"12,052,000",252749,2.097153999,155718,1.292051112,178057,1.47740624
Zambia,Middle - lower,2010,"13,850,000",149637,1.080411552,47857,0.345537906,213589,1.542158845
Zambia,Middle - lower,2015,"16,101,000",155428,0.965331346,52179,0.324073039,263912,1.639103161
Zambia,Middle - lower,2017,"17,094,000",156982,0.918345618,32669,0.191113841,275089,1.609272259
Zimbabwe,Low,1990,"10,183,000",626821,6.155563194,183150,1.798585878,176697,1.735215555
Zimbabwe,Low,1995,"11,320,000",431226,3.809416961,514,0.004540636,252637,2.231775618
Zimbabwe,Low,2000,"12,222,000",410041,3.354941908,4127,0.033766978,310753,2.542570774
Zimbabwe,Low,2005,"12,940,000",392693,3.034721793,4435,0.03427357,478835,3.700425039
Zimbabwe,Low,2010,"14,086,000",397891,2.824726679,4435,0.031485163,813942,5.778375692
Zimbabwe,Low,2015,"15,777,000",403866,2.559840274,10593,0.067142042,966782,6.127793624
Zimbabwe,Low,2017,"16,530,000",403866,2.44323049,8557,0.051766485,1025204,6.202081065
