key,description
CausesExtinction10,How likely are each of the following to cause human extinction in the next 100 years? Give the percent chance of extinction from each:  - manually entered cause of extinction:
CausesExtinction10TEXT,How likely are each of the following to cause human extinction in the next 100 years? Give the percent chance of extinction from each:  - Enter any other danger that could cause extinction:
GreenSettings,"Since March 11, when COVID-19 was declared a global pandemic, have you utilized green settings such as parks, gardens, forests, waterbodies, etc. to find peace, relax or de-stress? (1-Never; 2=Sometimes; 3=Often)"
OutdoorRec,"To cope with the disruptions and increased demands of COVID-19, have you turned to outdoor recreation to take care of yourself and support your physical or mental health? (1-Never; 2=Sometimes; 3=Often)"
DescriptiveLearning1,"Do mask-wearing rules encouraged in your area (e.g., by local or state government officials, businesses, etc.) tell you what everyone is doing?"
DescriptiveLearning2,"Does how often you see people that you respect and trust wearing a mask (e.g., on tv, news, etc.) tell you what everyone is doing?"
DescriptiveLearning3,"Does noticing the proportion of people in your area that wear a mask while doing recreational/social activities indoors (e.g., going to the gym, eating at a restaurant, attending a party) tell you what everyone is doing?"
DescriptiveLearning4,"Does noticing the proportion of people in your area that wear a mask while doing routine activities indoors (e.g., running errands, shopping, going to work) tell you what everyone is doing?"
InjunctiveLearning1,"Do mask-wearing rules encouraged in your area (e.g., by local or state government officials, businesses, etc.) tell you what everyone should be doing?"
InjunctiveLearning2,"Does how often you see people that you respect and trust wearing a mask (e.g., on tv, news, etc.) tell you what everyone should be doing?"
InjunctiveLearning3,"Does noticing the proportion of people in your area that wear a mask while doing recreational/social activities indoors (e.g., going to the gym, eating at a restaurant, attending a party) tell you what everyone should be doing?"
InjunctiveLearning4,"Does noticing the proportion of people in your area that wear a mask while doing routine activities indoors (e.g., running errands, shopping, going to work) tell you what everyone should be doing?"
QAnon1,Please rate whether you believe the statements below are true or false: I think that the official version of the events given by the authorities very often hides the truth 
QAnon2,Please rate whether you believe the statements below are true or false: I think that at least one of the available COVID vaccines are part of the hidden agenda of a covert alliance of powerful individuals or organizations 
QAnon3,Please rate whether you believe the statements below are true or false: I think QAnon is a significant threat to American security 
QAnonDescribe," In a few sentences, how would you describe your thoughts and feelings about QAnon?"
MaskToComply,"Mask mandates are being used to test the public's willingness to comply with future government orders rather than to stop the spread of COVID-19 (1=Definitely not true, 2=Probably not true, 3=Not sure/can't decide, 4=Probably true, 5=Definitely true)"
Mortality1,"Please indicate your believed likelihood of dying from the following risk factors before the age of 79, provided you do everything you can to take care of your health and ensure your safety: Dying from COVID-19  infection (0= not a chance, 10= certain)"
Mortality2,"Please indicate your believed likelihood of dying from the following risk factors before the age of 79, provided you do everything you can to take care of your health and ensure your safety: Dying from illness from air pollution (0= not a chance, 10= certain)"
Mortality3,"Please indicate your believed likelihood of dying from the following risk factors before the age of 79, provided you do everything you can to take care of your health and ensure your safety: Dying from illness from polluted or contaminated water (0= not a chance, 10= certain)"
Mortality4,"Please indicate your believed likelihood of dying from the following risk factors before the age of 79, provided you do everything you can to take care of your health and ensure your safety: Dying from injuries sustained by illegal violence (0= not a chance, 10= certain)"
Mortality5,"Please indicate your believed likelihood of dying from the following risk factors before the age of 79, provided you do everything you can to take care of your health and ensure your safety: Dying from injuries incurred in a travel accident (e.g. a motor vehicle, train, or plane crash) (0= not a chance, 10= certain)"
Mortality6,"Please indicate your believed likelihood of dying from the following risk factors before the age of 79, provided you do everything you can to take care of your health and ensure your safety: Dying from illness or injury caused by your occupation (e.g. injury resulting from heavy machinery or exposure to infection or hazardous chemicals) (0= not a chance, 10= certain)"
Mortality7,"Please indicate your believed likelihood of dying from the following risk factors before the age of 79, provided you do everything you can to take care of your health and ensure your safety: Dying from natural disaster (such as a flood or forest fire) (0= not a chance, 10= certain)"
Mortality8,"Please indicate your believed likelihood of dying from the following risk factors before the age of 79, provided you do everything you can to take care of your health and ensure your safety: Dying from infectious disease other than COVID-19 (0= not a chance, 10= certain)"
Caregiving,"Do you have caregiving responsibilities? (i.e. children, relatives) (1=Yes, 2=No)"
Vaccine4Care,"I feel I should get a COVID-19 vaccine because of my caregiving responsibilities (1=strongly disagree, 7=strongly agree)"
VaccineChild,"How likely would you be to give your child/children a COVID vaccine when it is available to them? (1=not at all, 7=extremely likely, 8=N/A)"
EffortLive,"If you made the maximum effort you could make to look after your health and ensure your safety, what do you think the chances would be that you would live to be 79 or more? (0 = No chance, 100 = Definitely)"
LifeExpectancy,How old do you expect you will live to be (in years)?
NoEffortLive,"If you made no effort at all to look after your health and ensure your safety, what do you think the chances would be that you would live to be 79 or more?  (0 = No chance, 100 = Definitely)"
EffortHealth,"How much effort do you make to look after your health and ensure your safety these days? (0= No effort at all, 100= Maximum effort you could make)"
Agency1,"I am in full control of what I do (1= strongly disagree, 7= strongly agree)"
Agency2,"I am just an instrument in the hands of somebody or something else (1= strongly disagree, 7= strongly agree)"
Agency3,"My actions just happen without my intention (1= strongly disagree, 7= strongly agree)"
Agency4,"I am the author of my actions (1= strongly disagree, 7= strongly agree)"
Agency5,"The consequences of my actions feel like they don?t logically follow my actions (1= strongly disagree, 7= strongly agree)"
Agency6,"My movements are automatic - my body simply makes them (1= strongly disagree, 7= strongly agree)"
Agency7,"The outcomes of my actions generally surprise me (1= strongly disagree, 7= strongly agree)"
